From,To,Length(m),Azimuth(deg),Clino(deg)
287@creedence.clearwater_master,-,1.09,120.96,-71.60
287@creedence.clearwater_master,288@creedence.clearwater_master,3.41,31.79,19.85
288@creedence.clearwater_master,-,6.70,274.24,-3.17
288@creedence.clearwater_master,-,12.11,83.46,25.87
288@creedence.clearwater_master,-,6.66,1.82,83.76
288@creedence.clearwater_master,-,0.46,14.68,-45.56
288@creedence.clearwater_master,289@creedence.clearwater_master,9.32,52.45,21.10
289@creedence.clearwater_master,-,16.32,301.00,-9.74
289@creedence.clearwater_master,-,4.76,110.95,22.91
289@creedence.clearwater_master,-,3.92,354.23,65.54
289@creedence.clearwater_master,-,0.97,55.29,-42.11
289@creedence.clearwater_master,290@creedence.clearwater_master,7.29,43.20,3.75
290@creedence.clearwater_master,-,15.61,325.70,-5.89
290@creedence.clearwater_master,-,6.83,128.28,32.91
290@creedence.clearwater_master,-,6.61,70.82,75.35
290@creedence.clearwater_master,-,1.30,24.75,-64.85
290@creedence.clearwater_master,291@creedence.clearwater_master,13.04,51.68,-3.77
291@creedence.clearwater_master,-,1.96,84.67,-61.85
291@creedence.clearwater_master,-,11.08,324.48,0.94
291@creedence.clearwater_master,-,10.65,185.18,19.14
291@creedence.clearwater_master,-,9.16,246.81,76.63
291@creedence.clearwater_master,-,0.89,149.30,-80.42
291@creedence.clearwater_master,-,27.98,155.08,49.96
291@creedence.clearwater_master,-,18.32,118.58,44.10
291@creedence.clearwater_master,-,2.84,133.11,-19.01
291@creedence.clearwater_master,-,6.43,67.91,-20.66
291@creedence.clearwater_master,-,13.19,66.36,14.76
291@creedence.clearwater_master,-,9.77,64.32,53.29
291@creedence.clearwater_master,-,13.29,34.30,15.43
291@creedence.clearwater_master,-,11.46,328.39,-14.07
291@creedence.clearwater_master,-,11.20,345.36,29.00
291@creedence.clearwater_master,-,35.38,338.33,0.26
291@creedence.clearwater_master,292@creedence.clearwater_master,17.40,75.46,15.47
292@creedence.clearwater_master,-,0.37,3.24,4.77
292@creedence.clearwater_master,-,12.92,168.11,10.50
292@creedence.clearwater_master,-,5.55,139.57,81.36
292@creedence.clearwater_master,-,1.54,108.81,-73.54
292@creedence.clearwater_master,293@creedence.clearwater_master,13.38,99.12,-4.23
293@creedence.clearwater_master,-,3.84,341.26,10.82
293@creedence.clearwater_master,-,8.32,169.01,23.52
293@creedence.clearwater_master,-,7.37,282.54,74.24
293@creedence.clearwater_master,-,0.95,53.86,-83.32
293@creedence.clearwater_master,294@creedence.clearwater_master,26.00,67.62,-1.69
294@creedence.clearwater_master,-,4.83,356.68,31.28
294@creedence.clearwater_master,-,6.01,162.75,3.06
294@creedence.clearwater_master,-,8.18,81.52,77.60
294@creedence.clearwater_master,-,5.24,141.19,-41.70
294@creedence.clearwater_master,295@creedence.clearwater_master,18.42,94.86,5.15
295@creedence.clearwater_master,-,12.23,6.82,4.15
295@creedence.clearwater_master,-,0.54,145.03,14.04
295@creedence.clearwater_master,-,6.66,23.31,45.87
295@creedence.clearwater_master,-,10.44,37.70,-35.58
295@creedence.clearwater_master,296@creedence.clearwater_master,23.83,68.25,-9.71
296@creedence.clearwater_master,-,13.23,342.03,38.84
296@creedence.clearwater_master,-,5.65,145.97,22.31
296@creedence.clearwater_master,-,12.60,28.39,76.69
296@creedence.clearwater_master,-,2.42,72.72,-51.38
296@creedence.clearwater_master,297@creedence.clearwater_master,31.68,59.58,8.72
297@creedence.clearwater_master,-,6.74,337.36,3.12
297@creedence.clearwater_master,-,5.13,154.53,24.49
297@creedence.clearwater_master,-,6.05,30.24,73.64
297@creedence.clearwater_master,-,0.90,49.29,-59.14
297@creedence.clearwater_master,298@creedence.clearwater_master,15.35,26.23,-7.93
298@creedence.clearwater_master,-,3.66,304.68,20.96
298@creedence.clearwater_master,-,9.16,142.86,10.74
298@creedence.clearwater_master,-,10.30,57.45,78.23
298@creedence.clearwater_master,-,1.23,45.76,-74.95
298@creedence.clearwater_master,299@creedence.clearwater_master,19.17,57.35,9.02
299@creedence.clearwater_master,-,0.97,350.86,19.15
299@creedence.clearwater_master,-,10.40,166.94,2.64
299@creedence.clearwater_master,-,10.59,183.37,64.81
299@creedence.clearwater_master,-,10.46,171.25,-49.01
299@creedence.clearwater_master,300@creedence.clearwater_master,9.31,278.00,-1.51
299@creedence.clearwater_master,301@creedence.clearwater_master,34.91,87.78,-3.43
301@creedence.clearwater_master,-,5.64,342.00,4.04
301@creedence.clearwater_master,-,2.09,164.74,17.19
301@creedence.clearwater_master,-,20.24,7.13,85.16
301@creedence.clearwater_master,-,1.59,30.99,-55.12
301@creedence.clearwater_master,302@creedence.clearwater_master,31.24,73.28,0.58
302@creedence.clearwater_master,-,10.46,357.09,14.65
302@creedence.clearwater_master,-,4.83,196.63,2.63
302@creedence.clearwater_master,-,7.97,54.22,78.99
302@creedence.clearwater_master,-,1.72,200.52,-50.01
302@creedence.clearwater_master,303@creedence.clearwater_master,17.17,46.15,2.86
302@creedence.clearwater_master,-,23.57,84.56,-42.38
302@creedence.clearwater_master,-,14.33,104.92,13.65
302@creedence.clearwater_master,-,19.64,82.14,42.67
302@creedence.clearwater_master,-,34.90,80.68,8.64
302@creedence.clearwater_master,-,33.12,66.70,6.80
302@creedence.clearwater_master,-,25.10,67.89,-13.41
302@creedence.clearwater_master,-,30.65,80.89,-12.23
302@creedence.clearwater_master,-,22.11,70.07,-30.44
302@creedence.clearwater_master,-,11.68,58.25,-18.87
302@creedence.clearwater_master,-,9.80,55.53,57.61
302@creedence.clearwater_master,-,9.97,9.29,-43.70
302@creedence.clearwater_master,-,56.58,69.60,7.81
301@creedence.clearwater_master,304@creedence.clearwater_master,21.62,271.61,-13.67
304@creedence.clearwater_master,-,4.45,318.17,22.63
304@creedence.clearwater_master,-,2.40,60.91,-19.37
304@creedence.clearwater_master,-,2.79,45.23,51.66
304@creedence.clearwater_master,-,2.00,47.95,-44.40
304@creedence.clearwater_master,305@creedence.clearwater_master,8.34,27.56,-17.00
305@creedence.clearwater_master,-,1.28,338.39,21.30
305@creedence.clearwater_master,-,1.79,178.44,14.93
305@creedence.clearwater_master,-,3.62,21.64,80.72
305@creedence.clearwater_master,-,1.03,56.24,-76.55
305@creedence.clearwater_master,306@creedence.clearwater_master,5.67,101.71,-24.14
306@creedence.clearwater_master,-,0.90,0.45,4.74
306@creedence.clearwater_master,-,1.51,159.16,10.35
306@creedence.clearwater_master,-,1.45,62.30,86.42
306@creedence.clearwater_master,-,1.08,48.09,-75.25
306@creedence.clearwater_master,307@creedence.clearwater_master,11.20,74.98,-37.60
307@creedence.clearwater_master,-,3.51,8.71,-1.24
307@creedence.clearwater_master,-,0.95,162.53,9.10
307@creedence.clearwater_master,-,1.26,38.14,82.14
307@creedence.clearwater_master,-,2.38,50.13,-57.03
307@creedence.clearwater_master,308@creedence.clearwater_master,17.14,102.70,-25.07
308@creedence.clearwater_master,-,0.79,29.48,-2.75
308@creedence.clearwater_master,-,0.97,169.39,19.50
308@creedence.clearwater_master,-,1.07,89.42,68.46
308@creedence.clearwater_master,-,1.24,97.93,-48.61
300@creedence.clearwater_master,-,1.51,304.44,34.34
300@creedence.clearwater_master,-,3.15,75.23,7.82
300@creedence.clearwater_master,-,2.67,21.03,63.73
300@creedence.clearwater_master,-,0.47,357.36,-32.67
300@creedence.clearwater_master,309@creedence.clearwater_master,16.76,22.32,14.48
309@creedence.clearwater_master,-,3.92,286.53,39.60
309@creedence.clearwater_master,-,1.09,113.52,5.05
309@creedence.clearwater_master,-,3.00,334.71,64.26
309@creedence.clearwater_master,-,3.54,38.97,-40.71
309@creedence.clearwater_master,310@creedence.clearwater_master,10.07,49.66,5.08
310@creedence.clearwater_master,-,2.17,349.34,17.31
310@creedence.clearwater_master,-,2.98,153.84,11.40
310@creedence.clearwater_master,-,10.96,23.74,84.30
310@creedence.clearwater_master,-,1.53,18.13,-69.76
310@creedence.clearwater_master,311@creedence.clearwater_master,4.71,89.23,-6.38
311@creedence.clearwater_master,-,1.87,358.08,26.87
311@creedence.clearwater_master,-,2.31,185.88,8.63
311@creedence.clearwater_master,-,5.67,4.98,82.41
311@creedence.clearwater_master,-,1.08,94.01,-76.16
311@creedence.clearwater_master,312@creedence.clearwater_master,8.97,71.98,-29.40
312@creedence.clearwater_master,-,0.78,68.42,-68.18
312@creedence.clearwater_master,-,0.38,166.38,-28.88
312@creedence.clearwater_master,-,0.60,96.68,69.93
312@creedence.clearwater_master,-,0.73,177.06,-86.94
310@creedence.clearwater_master,313@creedence.clearwater_master,8.47,22.92,39.48
313@creedence.clearwater_master,-,2.15,299.10,15.16
313@creedence.clearwater_master,-,0.31,91.86,27.46
313@creedence.clearwater_master,-,1.63,316.82,58.65
313@creedence.clearwater_master,-,1.71,351.96,-53.18
313@creedence.clearwater_master,314@creedence.clearwater_master,3.53,359.68,-23.48
314@creedence.clearwater_master,-,2.02,330.99,6.91
314@creedence.clearwater_master,-,1.72,118.74,2.80
314@creedence.clearwater_master,-,3.53,0.82,72.73
314@creedence.clearwater_master,-,2.73,73.96,-50.83
314@creedence.clearwater_master,315@creedence.clearwater_master,6.56,66.61,13.79
315@creedence.clearwater_master,-,1.97,314.01,3.90
315@creedence.clearwater_master,-,0.48,91.56,6.34
315@creedence.clearwater_master,-,1.15,331.81,49.79
315@creedence.clearwater_master,-,2.27,10.81,-64.68
315@creedence.clearwater_master,316@creedence.clearwater_master,5.13,353.87,-17.00
316@creedence.clearwater_master,-,0.60,283.55,-16.90
316@creedence.clearwater_master,-,1.17,50.14,-14.46
316@creedence.clearwater_master,-,0.84,340.90,60.81
316@creedence.clearwater_master,-,1.74,318.08,-57.62
316@creedence.clearwater_master,317@creedence.clearwater_master,5.64,253.49,-35.93
291@creedence.clearwater_master,-,19.31,287.34,1.07
291@creedence.clearwater_master,-,13.99,40.17,11.11
291@creedence.clearwater_master,-,9.37,107.80,88.42
291@creedence.clearwater_master,-,0.63,19.45,-55.55
291@creedence.clearwater_master,318@creedence.clearwater_master,24.84,335.56,-2.91
318@creedence.clearwater_master,-,5.96,262.93,2.29
318@creedence.clearwater_master,-,3.03,62.46,20.50
318@creedence.clearwater_master,-,5.23,321.56,77.70
318@creedence.clearwater_master,-,1.10,24.35,-36.03
318@creedence.clearwater_master,319@creedence.clearwater_master,15.06,0.24,0.13
319@creedence.clearwater_master,-,3.12,277.68,-8.62
319@creedence.clearwater_master,-,7.18,124.30,20.34
319@creedence.clearwater_master,-,5.06,72.56,65.43
319@creedence.clearwater_master,-,1.22,73.35,-67.38
319@creedence.clearwater_master,320@creedence.clearwater_master,3.10,325.83,1.13
319@creedence.clearwater_master,321@creedence.clearwater_master,15.86,79.28,-0.37
321@creedence.clearwater_master,-,9.62,297.33,10.72
321@creedence.clearwater_master,-,2.46,93.79,39.31
321@creedence.clearwater_master,-,6.56,343.02,75.21
321@creedence.clearwater_master,-,1.21,334.18,-61.20
321@creedence.clearwater_master,322@creedence.clearwater_master,27.34,353.74,3.18
322@creedence.clearwater_master,-,7.57,293.98,4.92
322@creedence.clearwater_master,-,3.86,92.83,-4.92
322@creedence.clearwater_master,-,9.95,52.74,85.25
322@creedence.clearwater_master,-,1.14,341.97,-67.01
322@creedence.clearwater_master,323@creedence.clearwater_master,17.49,6.49,-4.70
323@creedence.clearwater_master,-,7.51,237.76,0.68
323@creedence.clearwater_master,-,15.98,98.39,6.98
323@creedence.clearwater_master,-,6.67,179.64,81.78
323@creedence.clearwater_master,-,1.10,135.90,-73.30
323@creedence.clearwater_master,-,11.44,156.25,20.55
323@creedence.clearwater_master,-,7.26,210.47,23.75
323@creedence.clearwater_master,-,10.74,264.71,16.21
323@creedence.clearwater_master,-,11.31,300.51,9.83
323@creedence.clearwater_master,-,27.39,275.95,5.90
323@creedence.clearwater_master,-,6.97,344.92,20.61
323@creedence.clearwater_master,-,9.38,27.87,14.43
323@creedence.clearwater_master,-,8.43,84.59,44.12
323@creedence.clearwater_master,-,7.25,307.21,50.12
323@creedence.clearwater_master,324@creedence.clearwater_master,10.48,73.49,-0.87
324@creedence.clearwater_master,-,7.99,317.69,1.72
324@creedence.clearwater_master,-,7.32,102.73,8.26
324@creedence.clearwater_master,-,4.72,86.17,75.47
324@creedence.clearwater_master,-,5.16,75.47,-24.80
324@creedence.clearwater_master,325@creedence.clearwater_master,18.39,48.73,-20.06
325@creedence.clearwater_master,-,2.44,29.42,-1.36
325@creedence.clearwater_master,-,5.77,181.13,8.73
325@creedence.clearwater_master,-,9.87,164.12,85.14
325@creedence.clearwater_master,-,1.81,178.82,-61.13
325@creedence.clearwater_master,326@creedence.clearwater_master,13.03,100.24,-22.85
326@creedence.clearwater_master,-,8.86,328.71,8.53
326@creedence.clearwater_master,-,2.66,155.15,20.24
326@creedence.clearwater_master,-,7.55,11.71,66.77
326@creedence.clearwater_master,-,1.99,338.78,-60.99
326@creedence.clearwater_master,327@creedence.clearwater_master,15.67,32.00,20.75
327@creedence.clearwater_master,-,1.39,3.64,3.97
327@creedence.clearwater_master,-,8.36,156.44,22.38
327@creedence.clearwater_master,-,5.09,113.52,70.17
327@creedence.clearwater_master,-,1.26,44.40,-68.08
327@creedence.clearwater_master,328@creedence.clearwater_master,12.57,72.42,6.32
328@creedence.clearwater_master,-,4.87,289.42,-1.88
328@creedence.clearwater_master,-,8.11,93.41,14.27
328@creedence.clearwater_master,-,12.60,66.09,55.99
328@creedence.clearwater_master,-,1.85,58.71,-41.53
328@creedence.clearwater_master,-,16.68,67.32,29.35
328@creedence.clearwater_master,329@creedence.clearwater_master,20.91,6.72,-13.21
329@creedence.clearwater_master,-,6.67,297.89,-15.75
329@creedence.clearwater_master,-,4.25,64.72,-7.06
329@creedence.clearwater_master,-,3.97,338.31,73.87
329@creedence.clearwater_master,-,1.19,328.89,-63.21
329@creedence.clearwater_master,330@creedence.clearwater_master,13.99,19.32,4.71
330@creedence.clearwater_master,-,3.44,294.01,1.03
330@creedence.clearwater_master,-,0.64,81.34,10.41
330@creedence.clearwater_master,-,3.07,3.58,74.90
330@creedence.clearwater_master,-,3.58,298.35,-64.41
330@creedence.clearwater_master,331@creedence.clearwater_master,4.65,353.34,1.69
331@creedence.clearwater_master,-,1.01,307.76,-21.75
331@creedence.clearwater_master,-,3.03,79.48,13.15
331@creedence.clearwater_master,-,0.82,52.21,76.83
331@creedence.clearwater_master,-,1.15,58.59,-73.43
331@creedence.clearwater_master,337@creedence.clearwater_master,25.37,116.15,35.94
331@creedence.clearwater_master,332@creedence.clearwater_master,27.65,43.13,6.66
332@creedence.clearwater_master,-,7.00,303.74,-24.90
332@creedence.clearwater_master,-,9.28,122.96,24.35
332@creedence.clearwater_master,-,4.23,93.54,69.13
332@creedence.clearwater_master,-,0.95,90.39,-62.65
332@creedence.clearwater_master,333@creedence.clearwater_master,39.51,35.06,10.92
333@creedence.clearwater_master,-,4.12,306.40,7.54
333@creedence.clearwater_master,-,3.79,122.47,21.79
333@creedence.clearwater_master,-,3.56,31.17,73.91
333@creedence.clearwater_master,-,1.31,64.87,-62.36
333@creedence.clearwater_master,334@creedence.clearwater_master,28.34,41.68,-0.03
334@creedence.clearwater_master,-,10.66,309.96,-18.90
334@creedence.clearwater_master,-,1.08,111.42,7.28
334@creedence.clearwater_master,-,2.66,341.35,53.91
334@creedence.clearwater_master,-,7.10,332.63,-47.70
334@creedence.clearwater_master,335@creedence.clearwater_master,24.30,21.92,2.42
335@creedence.clearwater_master,-,7.39,307.71,-21.86
335@creedence.clearwater_master,-,4.25,82.86,8.54
335@creedence.clearwater_master,-,1.16,25.45,63.98
335@creedence.clearwater_master,-,1.33,352.23,-71.52
335@creedence.clearwater_master,336@creedence.clearwater_master,8.47,30.09,8.15
336@creedence.clearwater_master,-,2.15,264.38,-0.96
336@creedence.clearwater_master,-,3.92,88.49,3.92
336@creedence.clearwater_master,-,1.29,28.94,78.92
336@creedence.clearwater_master,-,1.02,251.95,-71.28
325@creedence.clearwater_master,-,4.67,210.81,9.06
325@creedence.clearwater_master,-,2.48,35.47,13.40
325@creedence.clearwater_master,-,11.18,352.27,84.96
325@creedence.clearwater_master,-,0.71,332.79,-63.54
325@creedence.clearwater_master,338@creedence.clearwater_master,18.23,302.40,11.35
338@creedence.clearwater_master,-,2.45,209.12,16.40
338@creedence.clearwater_master,-,2.12,351.55,31.15
338@creedence.clearwater_master,-,9.46,301.41,69.28
338@creedence.clearwater_master,-,1.28,94.43,-68.66
338@creedence.clearwater_master,-,7.92,321.67,-54.65
338@creedence.clearwater_master,-,8.74,327.88,-31.07
338@creedence.clearwater_master,-,7.63,327.27,43.25
338@creedence.clearwater_master,-,19.75,282.35,48.52
338@creedence.clearwater_master,339@creedence.clearwater_master,13.48,247.08,-34.26
338@creedence.clearwater_master,-,0.78,77.03,14.01
338@creedence.clearwater_master,-,2.41,220.87,19.13
338@creedence.clearwater_master,-,10.46,325.72,57.94
338@creedence.clearwater_master,-,1.75,213.24,-56.96
341@creedence.clearwater_master,340@creedence.clearwater_master,6.51,141.43,46.92
340@creedence.clearwater_master,-,2.26,42.89,33.52
340@creedence.clearwater_master,-,4.72,240.50,32.25
340@creedence.clearwater_master,-,7.85,39.62,74.12
340@creedence.clearwater_master,-,3.80,332.96,-68.31
340@creedence.clearwater_master,338@creedence.clearwater_master,1.40,120.11,0.04
323@creedence.clearwater_master,-,7.98,217.65,12.56
323@creedence.clearwater_master,-,6.12,339.67,0.84
323@creedence.clearwater_master,-,6.30,299.20,75.12
323@creedence.clearwater_master,-,1.19,294.93,-72.40
323@creedence.clearwater_master,342@creedence.clearwater_master,19.57,280.08,5.87
342@creedence.clearwater_master,-,3.66,211.42,-4.62
342@creedence.clearwater_master,-,0.36,329.62,5.14
342@creedence.clearwater_master,-,6.53,269.00,65.70
342@creedence.clearwater_master,-,3.66,186.79,-59.35
342@creedence.clearwater_master,343@creedence.clearwater_master,7.76,254.00,0.55
343@creedence.clearwater_master,-,0.66,181.58,7.57
343@creedence.clearwater_master,-,1.01,330.38,12.81
343@creedence.clearwater_master,-,3.25,273.67,40.18
343@creedence.clearwater_master,-,2.15,244.58,-60.55
343@creedence.clearwater_master,344@creedence.clearwater_master,14.97,265.97,-5.72
344@creedence.clearwater_master,-,0.76,158.62,16.29
344@creedence.clearwater_master,-,0.59,340.73,27.88
344@creedence.clearwater_master,-,0.84,126.75,76.81
344@creedence.clearwater_master,-,1.10,122.79,-42.39
344@creedence.clearwater_master,345@creedence.clearwater_master,3.94,263.84,-6.51
345@creedence.clearwater_master,-,0.41,189.05,25.27
345@creedence.clearwater_master,-,1.16,352.67,4.56
345@creedence.clearwater_master,-,3.08,334.88,63.28
345@creedence.clearwater_master,-,1.18,254.00,-83.48
345@creedence.clearwater_master,346@creedence.clearwater_master,7.46,280.77,-63.22
346@creedence.clearwater_master,-,1.59,52.37,6.95
346@creedence.clearwater_master,-,2.63,223.46,-0.13
346@creedence.clearwater_master,-,7.66,92.93,82.95
346@creedence.clearwater_master,-,1.29,224.48,-79.50
346@creedence.clearwater_master,347@creedence.clearwater_master,5.87,129.30,-3.26
347@creedence.clearwater_master,348@creedence.clearwater_master,30.41,147.87,-66.26
347@creedence.clearwater_master,-,16.38,146.49,-65.54
347@creedence.clearwater_master,-,29.68,153.65,-67.26
346@creedence.clearwater_master,349@creedence.clearwater_master,4.07,322.50,23.99
349@creedence.clearwater_master,-,1.30,242.78,-3.97
349@creedence.clearwater_master,-,1.66,49.51,6.59
349@creedence.clearwater_master,-,6.37,330.37,68.56
349@creedence.clearwater_master,-,1.93,69.21,-84.04
349@creedence.clearwater_master,350@creedence.clearwater_master,3.02,340.40,-3.81
350@creedence.clearwater_master,-,2.10,245.30,6.26
350@creedence.clearwater_master,-,0.83,33.90,-6.19
350@creedence.clearwater_master,-,1.79,356.73,87.76
350@creedence.clearwater_master,-,1.91,305.80,-79.98
350@creedence.clearwater_master,351@creedence.clearwater_master,12.64,313.48,-36.80
